Violation,Issue Date,Time,Location,Fine Amount,
01N,1/2/2017,0425,N. COURT,30.00,
01N,1/2/2017,0426,N. COURT,30.00,
01N,1/2/2017,0428,N. COURT,30.00,
01N,1/4/2017,0512,N. COURT,30.00,
01N,1/4/2017,0518,S. CONGRESS,30.00,
21,1/4/2017,0922,NORTH COURT,10.00,
21,1/4/2017,0927,NORTH CONGRESS,10.00,
21,1/4/2017,0936,WEST STATE ST,10.00,
22B,1/4/2017,1135,NORTH COURT,15.00,
21,1/4/2017,1141,WEST WASHINGTON ST,10.00,
22B,1/4/2017,1142,WEST WASHINGTON ST,15.00,
21,1/4/2017,1143,WEST WASHINGTON ST,10.00,
21,1/4/2017,1149,NORTH CONGRESS,10.00,
22B,1/4/2017,1152,WEST STATE ST,15.00,
21,1/4/2017,1153,WEST STATE ST,10.00,
21,1/4/2017,1156,WEST STATE ST,10.00,
21,1/4/2017,1158,WEST STATE ST,10.00,
21,1/4/2017,1208,NORTH COURT,10.00,
21,1/4/2017,1026,SOUTH CONGRESS,10.00,
21,1/4/2017,1035,WEST UNION,10.00,
21,1/4/2017,1059,SOUTH COURT,10.00,
21,1/4/2017,1103,SOUTH COURT,10.00,
21,1/4/2017,1105,SOUTH COURT,10.00,
21,1/4/2017,1107,SOUTH COURT,10.00,
21,1/4/2017,1109,SOUTH COURT,10.00,
21,1/4/2017,1136,PARKING GARAGE,10.00,
,1/4/2017,1144,,0.00,
22B,1/4/2017,1234,SOUTH CONGRESS,15.00,
01Q,1/4/2017,1237,SOUTH CONGRESS,30.00,
21,1/4/2017,1245,WEST UNION,10.00,
22B,1/4/2017,1252,WEST UNION,15.00,
21,1/4/2017,1259,WEST UNION,10.00,
22B,1/4/2017,1302,WEST UNION,15.00,
21,1/4/2017,1307,WEST UNION,10.00,
22B,1/4/2017,1310,WEST UNION,15.00,
21,1/4/2017,1311,WEST UNION,10.00,
22B,1/4/2017,1316,PRESIDENT ST,15.00,
21,1/4/2017,1322,SOUTH COURT,10.00,
22B,1/4/2017,1325,SOUTH COURT,15.00,
22B,1/4/2017,1327,SOUTH COURT,15.00,
21,1/4/2017,1336,PARKING GARAGE,10.00,
21,1/4/2017,1341,PARKING GARAGE,10.00,
21,1/4/2017,1345,PARKING GARAGE,10.00,
21,1/4/2017,1511,SOUTH CONGRESS,10.00,
21,1/4/2017,1517,WEST UNION,10.00,
21,1/4/2017,1520,WEST UNION,10.00,
21,1/4/2017,1529,WEST UNION,10.00,
19,1/4/2017,1545,SOUTH COURT,30.00,
21,1/4/2017,1705,NORTH COURT,10.00,
21,1/4/2017,1708,NORTH COURT,10.00,
21,1/4/2017,1710,NORTH COURT,10.00,
21,1/4/2017,1713,NORTH COURT,10.00,
21,1/4/2017,1714,NORTH COURT,10.00,
21,1/4/2017,1719,NORTH COURT,10.00,
21,1/4/2017,1721,NORTH COURT,10.00,
21,1/4/2017,1723,MILL ST,10.00,
01A,1/8/2017,0535,N. COURT,30.00,
01N,1/8/2017,0537,N. COURT,30.00,
01N,1/8/2017,0537,N. COURT,30.00,
01N,1/8/2017,0538,N. COURT,30.00,
01N,1/8/2017,0540,N. COURT,30.00,
01N,1/8/2017,0541,N. COURT,30.00,
01N,1/8/2017,0543,N. COURT,30.00,
01N,1/8/2017,0545,W. STATE,30.00,
01N,1/8/2017,0547,W. STATE,30.00,
01N,1/8/2017,0547,W. STATE,30.00,
01N,1/8/2017,0549,W. WASHINGTON,30.00,
01N,1/8/2017,0550,S. CONGRESS,30.00,
01N,1/8/2017,0550,S. CONGRESS,30.00,
01N,1/8/2017,0552,S. CONGRESS,30.00,
01N,1/8/2017,0555,S. COURT,30.00,
01N,1/8/2017,0556,S. COURT,30.00,
01N,1/8/2017,0556,S. COURT,30.00,
01N,1/8/2017,0557,S. COURT,30.00,
01N,1/8/2017,0559,S. COURT,30.00,
01N,1/8/2017,0559,S. COURT,30.00,
01N,1/8/2017,0535,N. COURT,30.00,
01N,1/9/2017,2000,S. COURT,30.00,
01A,1/9/2017,0216,14 N. HIGH,30.00,
01N,1/9/2017,0530,S. CONGRESS,30.00,
01N,1/9/2017,0536,S. COURT,30.00,
01N,1/9/2017,0540,S. COURT,30.00,
01N,1/9/2017,0540,S. COURT,30.00,
01N,1/9/2017,0523,N. COURT,30.00,
01N,1/9/2017,0523,N. COURT,30.00,
01N,1/9/2017,0525,N. COURT,30.00,
01N,1/9/2017,0526,N. COURT,30.00,
01N,1/9/2017,0527,N. COURT,30.00,
21,1/9/2017,0939,NORTH COLLEGE,10.00,
21,1/9/2017,0943,EAST WASHINGTON ST,0.00,
21,1/9/2017,0953,EAST UNION,10.00,
21,1/9/2017,1001,SOUTH COURT,10.00,
21,1/9/2017,1015,NORTH COURT,10.00,
21,1/9/2017,1018,NORTH COURT,10.00,
21,1/9/2017,1023,CARPENTER ST,10.00,
21,1/9/2017,1025,CARPENTER ST,10.00,
21,1/9/2017,1026,CARPENTER ST,10.00,
21,1/9/2017,1028,CARPENTER ST,10.00,
21,1/9/2017,1114,EAST STATE ST,10.00,
21,1/9/2017,1117,LASH ST,10.00,
,1/9/2017,1120,,0.00,
21,1/9/2017,1127,WEST STATE ST,10.00,
21,1/9/2017,1131,NORTH COURT,10.00,
07,1/9/2017,1147,WEST STATE ST,30.00,
07,1/9/2017,1149,WEST UNION,30.00,
21,1/9/2017,1154,SOUTH COLLEGE,10.00,
21,1/9/2017,1156,SOUTH COLLEGE,10.00,
21,1/9/2017,1410,SOUTH COURT,10.00,
21,1/9/2017,1415,EAST UNION,10.00,
07,1/9/2017,1422,EAST UNION,30.00,
,1/9/2017,1436,,0.00,
21,1/9/2017,1436,WEST WASHINGTON ST,10.00,
21,1/9/2017,1441,NORTH COURT,10.00,
21,1/9/2017,1445,NORTH COURT,10.00,
21,1/9/2017,1452,NORTH COURT,10.00,
21,1/9/2017,1458,NORTH COURT,10.00,
21,1/9/2017,1515,EAST STATE ST,10.00,
21,1/9/2017,1519,NORTH COLLEGE,10.00,
,1/10/2017,0925,,0.00,
21,1/10/2017,0925,SOUTH COURT,10.00,
21,1/10/2017,0935,SOUTH COURT,10.00,
21,1/10/2017,0940,SOUTH COURT,10.00,
21,1/10/2017,1008,WEST UNION,10.00,
21,1/10/2017,1015,MULBERRY,10.00,
21,1/10/2017,1021,SOUTH COURT,10.00,
21,1/10/2017,1023,SOUTH COURT,10.00,
07,1/10/2017,1035,SOUTH COURT,30.00,
21,1/10/2017,1039,EAST UNION,10.00,
21,1/10/2017,1041,EAST UNION,10.00,
21,1/10/2017,1042,EAST UNION,10.00,
21,1/10/2017,1044,UNIVERSITY TERRACE,10.00,
,1/10/2017,1049,,0.00,
21,1/10/2017,1053,UNIVERSITY TERRACE,10.00,
21,1/10/2017,1346,SOUTH COURT,10.00,
07,1/10/2017,1352,SOUTH COURT,30.00,
21,1/10/2017,1355,PRESIDENT ST,10.00,
21,1/10/2017,1401,WEST UNION,10.00,
21,1/10/2017,1404,WEST UNION,10.00,
21,1/10/2017,1409,WEST UNION,10.00,
21,1/10/2017,1441,SOUTH COURT,10.00,
21,1/10/2017,1443,SOUTH COURT,10.00,
21,1/10/2017,1451,EAST UNION,10.00,
21,1/10/2017,1532,SOUTH COURT,10.00,
,1/10/2017,1538,,0.00,
21,1/10/2017,1010,SOUTH COLLEGE,10.00,
21,1/10/2017,1011,SOUTH COLLEGE,10.00,
21,1/10/2017,1024,SOUTH COLLEGE,10.00,
21,1/10/2017,1034,PARKING GARAGE,10.00,
21,1/10/2017,1059,PARKING GARAGE,10.00,
21,1/10/2017,1110,PARKING GARAGE,10.00,
21,1/10/2017,1112,PARKING GARAGE,10.00,
21,1/10/2017,1131,NORTH COURT,10.00,
21,1/10/2017,1143,SOUTH CONGRESS,10.00,
21,1/10/2017,1153,NORTH CONGRESS,10.00,
21,1/10/2017,1156,WEST STATE ST,10.00,
21,1/10/2017,1157,WEST STATE ST,10.00,
21,1/10/2017,1247,SOUTH COLLEGE,10.00,
22B,1/10/2017,1250,SOUTH COLLEGE,15.00,
22B,1/10/2017,1254,SOUTH COLLEGE,15.00,
21,1/10/2017,1255,SOUTH COLLEGE,10.00,
21,1/10/2017,1302,PARKING GARAGE,10.00,
21,1/10/2017,1305,PARKING GARAGE,10.00,
21,1/10/2017,1316,PARKING GARAGE,10.00,
21,1/10/2017,1320,PARKING GARAGE,10.00,
21,1/10/2017,1325,PARKING GARAGE,10.00,
21,1/10/2017,1331,PARKING GARAGE,10.00,
21,1/10/2017,1336,PARKING GARAGE,10.00,
22B,1/10/2017,1345,EAST WASHINGTON ST,15.00,
21,1/10/2017,1346,EAST WASHINGTON ST,10.00,
21,1/10/2017,1349,EAST WASHINGTON ST,10.00,
21,1/10/2017,1352,NORTH COURT,10.00,
21,1/10/2017,1354,NORTH COURT,10.00,
21,1/10/2017,1357,NORTH COURT,10.00,
21,1/10/2017,1400,WEST WASHINGTON ST,0.00,
21,1/10/2017,1403,WEST WASHINGTON ST,10.00,
22B,1/10/2017,1405,SOUTH CONGRESS,15.00,
21,1/10/2017,1408,SOUTH CONGRESS,10.00,
21,1/10/2017,1410,SOUTH CONGRESS,10.00,
22B,1/10/2017,1416,WEST WASHINGTON ST,15.00,
22B,1/10/2017,1417,WEST WASHINGTON ST,0.00,
22B,1/10/2017,1419,WEST WASHINGTON ST,15.00,
21,1/10/2017,1420,WEST WASHINGTON ST,10.00,
21,1/10/2017,1427,WEST STATE ST,10.00,
21,1/10/2017,1430,NORTH COURT,10.00,
21,1/10/2017,1431,NORTH COURT,10.00,
,1/10/2017,1437,,0.00,
21,1/10/2017,1440,CARPENTER ST,10.00,
21,1/10/2017,1446,NORTH COURT,10.00,
21,1/10/2017,1450,EAST STATE ST,10.00,
21,1/10/2017,1452,MILL ST,10.00,
21,1/10/2017,1632,SOUTH COLLEGE,10.00,
21,1/10/2017,1634,SOUTH COLLEGE,10.00,
21,1/10/2017,1638,EAST UNION,10.00,
,1/10/2017,1644,,0.00,
21,1/10/2017,1648,NORTH COLLEGE,10.00,
21,1/10/2017,1652,LASH ST,10.00,
21,1/10/2017,1653,LASH ST,10.00,
21,1/10/2017,1658,EAST STATE ST,10.00,
21,1/10/2017,1701,EAST STATE ST,10.00,
21,1/10/2017,1704,MILL ST,10.00,
21,1/11/2017,0906,PARKING GARAGE,10.00,
21,1/11/2017,0908,PARKING GARAGE,10.00,
21,1/11/2017,0912,PARKING GARAGE,10.00,
21,1/11/2017,0914,PARKING GARAGE,10.00,
21,1/11/2017,0923,SOUTH CONGRESS,10.00,
21,1/11/2017,0929,WEST UNION,10.00,
21,1/11/2017,0933,WEST UNION,10.00,
21,1/11/2017,0938,WEST UNION,0.00,
21,1/11/2017,0951,PRESIDENT ST,10.00,
21,1/11/2017,1002,SOUTH COURT,10.00,
21,1/11/2017,1125,PARKING GARAGE,10.00,
21,1/11/2017,1138,PARKING GARAGE,10.00,
21,1/11/2017,1139,PARKING GARAGE,10.00,
21,1/11/2017,1143,PARKING GARAGE,10.00,
21,1/11/2017,1145,PARKING GARAGE,10.00,
21,1/11/2017,1147,PARKING GARAGE,10.00,
21,1/11/2017,1148,PARKING GARAGE,10.00,
21,1/11/2017,1151,PARKING GARAGE,10.00,
,1/11/2017,1154,,0.00,
22B,1/11/2017,1200,SOUTH CONGRESS,15.00,
21,1/11/2017,1201,SOUTH CONGRESS,10.00,
22B,1/11/2017,1203,SOUTH CONGRESS,15.00,
21,1/11/2017,1204,SOUTH CONGRESS,10.00,
22B,1/11/2017,1208,WEST UNION,15.00,
21,1/11/2017,1209,WEST UNION,10.00,
21,1/11/2017,1213,WEST UNION,10.00,
21,1/11/2017,1215,WEST UNION,10.00,
21,1/11/2017,1220,WEST UNION,10.00,
21,1/11/2017,1223,WEST UNION,10.00,
21,1/11/2017,1231,WEST UNION,10.00,
07,1/11/2017,1234,SOUTH CONGRESS,30.00,
21,1/11/2017,1238,PRESIDENT ST,10.00,
21,1/11/2017,1241,SOUTH COURT,10.00,
21,1/11/2017,1245,SOUTH COURT,10.00,
22B,1/11/2017,1246,SOUTH COURT,15.00,
22B,1/11/2017,1249,SOUTH COURT,15.00,
21,1/11/2017,1250,SOUTH COURT,10.00,
21,1/11/2017,0909,SOUTH COURT,10.00,
21,1/11/2017,0919,EAST UNION,10.00,
21,1/11/2017,0928,MULBERRY,10.00,
21,1/11/2017,0935,UNIVERSITY TERRACE,10.00,
07,1/11/2017,0938,UNIVERSITY TERRACE,30.00,
21,1/11/2017,0943,EAST UNION,10.00,
22B,1/11/2017,1128,SOUTH COURT,15.00,
21,1/11/2017,1130,SOUTH COURT,10.00,
21,1/11/2017,1132,SOUTH COURT,10.00,
21,1/11/2017,1134,SOUTH COURT,10.00,
21,1/11/2017,1137,EAST UNION,10.00,
21,1/11/2017,1144,SOUTH COURT,10.00,
21,1/11/2017,1145,SOUTH COURT,10.00,
21,1/11/2017,1149,MULBERRY,10.00,
21,1/11/2017,1155,UNIVERSITY TERRACE,10.00,
21,1/11/2017,1201,EAST UNION,10.00,
22B,1/11/2017,1203,EAST UNION,15.00,
21,1/11/2017,1204,EAST UNION,10.00,
21,1/11/2017,1206,SOUTH COLLEGE,10.00,
21,1/11/2017,1207,SOUTH COLLEGE,10.00,
21,1/11/2017,1034,WEST STATE ST,0.00,
21,1/11/2017,1036,WEST STATE ST,10.00,
21,1/11/2017,1037,WEST STATE ST,10.00,
21,1/11/2017,1043,WEST STATE ST,10.00,
21,1/11/2017,1046,WEST STATE ST,10.00,
21,1/11/2017,1050,NORTH COURT,10.00,
21,1/11/2017,1052,NORTH COURT,0.00,
21,1/11/2017,1101,CARPENTER ST,10.00,
,1/11/2017,1109,,0.00,
21,1/11/2017,1111,EAST STATE ST,10.00,
22B,1/11/2017,1221,NORTH COLLEGE,15.00,
07,1/11/2017,1226,EAST WASHINGTON ST,30.00,
21,1/11/2017,1232,NORTH COURT,10.00,
21,1/11/2017,1236,WEST WASHINGTON ST,10.00,
22B,1/11/2017,1238,WEST WASHINGTON ST,15.00,
01Q,1/11/2017,1246,NORTH CONGRESS,30.00,
22B,1/11/2017,1249,NORTH CONGRESS,15.00,
22B,1/11/2017,1255,WEST STATE ST,15.00,
21,1/11/2017,1257,WEST STATE ST,10.00,
21,1/11/2017,1306,NORTH COURT,10.00,
22B,1/11/2017,1312,NORTH COURT,15.00,
06B,1/11/2017,1318,ARMORY,30.00,
21,1/11/2017,1322,CARPENTER ST,10.00,
22B,1/11/2017,1324,CARPENTER ST,15.00,
22B,1/11/2017,1330,EAST STATE ST,15.00,
01Q,1/12/2017,0558,N. CONGRESS,30.00,
01N,1/12/2017,0540,N. COURT,30.00,
01N,1/12/2017,0541,N. COURT,30.00,
01N,1/12/2017,0548,S. CONGRESS,30.00,
01N,1/12/2017,2336,15 S. HIGH,30.00,
21,1/12/2017,1043,PARKING GARAGE,10.00,
21,1/12/2017,1047,PARKING GARAGE,10.00,
21,1/12/2017,1050,PARKING GARAGE,10.00,
21,1/12/2017,1053,PARKING GARAGE,10.00,
21,1/12/2017,1054,PARKING GARAGE,10.00,
21,1/12/2017,1103,PARKING GARAGE,10.00,
21,1/12/2017,1117,SOUTH CONGRESS,10.00,
21,1/12/2017,1124,SOUTH COURT,10.00,
21,1/12/2017,1129,SOUTH COURT,10.00,
07,1/12/2017,1046,SOUTH COURT,30.00,
21,1/12/2017,1052,SOUTH COURT,10.00,
21,1/12/2017,1053,SOUTH COURT,10.00,
21,1/12/2017,1057,SOUTH COURT,10.00,
,1/12/2017,1059,,0.00,
21,1/12/2017,1100,SOUTH COURT,10.00,
21,1/12/2017,1104,MULBERRY,10.00,
21,1/12/2017,1108,MULBERRY,10.00,
21,1/12/2017,1115,UNIVERSITY TERRACE,10.00,
07,1/12/2017,1118,UNIVERSITY TERRACE,30.00,
21,1/12/2017,1122,EAST UNION,10.00,
21,1/12/2017,1123,EAST UNION,10.00,
21,1/12/2017,1126,SOUTH COLLEGE,10.00,
21,1/12/2017,1127,SOUTH COLLEGE,10.00,
21,1/12/2017,1128,SOUTH COLLEGE,10.00,
21,1/12/2017,1130,SOUTH COLLEGE,10.00,
21,1/12/2017,1131,SOUTH COLLEGE,10.00,
21,1/12/2017,1520,SOUTH COURT,10.00,
21,1/12/2017,1532,EAST UNION,10.00,
21,1/12/2017,1535,SOUTH COLLEGE,10.00,
21,1/12/2017,1536,SOUTH COLLEGE,10.00,
21,1/12/2017,1047,NORTH COURT,10.00,
21,1/12/2017,1051,NORTH COURT,10.00,
21,1/12/2017,1127,EAST STATE ST,10.00,
21,1/12/2017,1134,NORTH COLLEGE,10.00,
21,1/12/2017,1315,NORTH COLLEGE,10.00,
22B,1/12/2017,1317,EAST WASHINGTON ST,15.00,
22B,1/12/2017,1322,NORTH COURT,15.00,
22B,1/12/2017,1328,WEST WASHINGTON ST,15.00,
21,1/12/2017,1329,WEST WASHINGTON ST,10.00,
22B,1/12/2017,1337,NORTH CONGRESS,15.00,
22B,1/12/2017,1341,WEST STATE ST,15.00,
21,1/12/2017,1345,WEST STATE ST,10.00,
21,1/12/2017,1350,NORTH COURT,10.00,
01N,1/13/2017,1841,S. COURT,30.00,
21,1/13/2017,0907,PARKING GARAGE,10.00,
21,1/13/2017,0908,PARKING GARAGE,10.00,
21,1/13/2017,0910,PARKING GARAGE,10.00,
21,1/13/2017,0913,PARKING GARAGE,10.00,
07,1/13/2017,0919,WEST WASHINGTON ST,30.00,
21,1/13/2017,0922,SOUTH CONGRESS,10.00,
21,1/13/2017,0924,SOUTH CONGRESS,10.00,
21,1/13/2017,0926,SOUTH CONGRESS,10.00,
21,1/13/2017,0931,WEST UNION,10.00,
21,1/13/2017,0933,WEST UNION,10.00,
21,1/13/2017,0935,WEST UNION,10.00,
21,1/13/2017,0941,WEST UNION,10.00,
21,1/13/2017,0947,PRESIDENT ST,10.00,
21,1/13/2017,0950,PRESIDENT ST,10.00,
21,1/13/2017,0952,PRESIDENT ST,10.00,
21,1/13/2017,1000,SOUTH COURT,10.00,
21,1/13/2017,1131,PARKING GARAGE,10.00,
21,1/13/2017,1133,PARKING GARAGE,10.00,
21,1/13/2017,1135,PARKING GARAGE,10.00,
21,1/13/2017,1144,PARKING GARAGE,10.00,
21,1/13/2017,1147,PARKING GARAGE,10.00,
21,1/13/2017,1152,PARKING GARAGE,10.00,
21,1/13/2017,1157,PARKING GARAGE,10.00,
21,1/13/2017,1205,SOUTH CONGRESS,10.00,
21,1/13/2017,1209,WEST UNION,10.00,
07,1/13/2017,1212,WEST UNION,30.00,
22B,1/13/2017,1214,WEST UNION,15.00,
21,1/13/2017,1215,WEST UNION,10.00,
21,1/13/2017,1217,WEST UNION,10.00,
21,1/13/2017,1226,WEST UNION,10.00,
22B,1/13/2017,1232,WEST UNION,15.00,
22B,1/13/2017,1237,PRESIDENT ST,15.00,
21,1/13/2017,1242,SOUTH COURT,10.00,
22B,1/13/2017,1243,SOUTH COURT,15.00,
07,1/13/2017,1245,WEST UNION,30.00,
22B,1/13/2017,1250,SOUTH COURT,15.00,
22B,1/13/2017,1252,SOUTH COURT,15.00,
21,1/13/2017,1253,SOUTH COURT,10.00,
21,1/13/2017,0911,SOUTH COURT,10.00,
21,1/13/2017,0924,SOUTH COURT,10.00,
21,1/13/2017,0938,SOUTH COURT,10.00,
01C,1/13/2017,0941,SOUTH COURT,30.00,
21,1/13/2017,0948,MULBERRY,10.00,
21,1/13/2017,0950,MULBERRY,10.00,
,1/13/2017,1000,,0.00,
21,1/13/2017,1005,UNIVERSITY TERRACE,10.00,
21,1/13/2017,1017,SOUTH COLLEGE,10.00,
21,1/13/2017,1024,SOUTH COLLEGE,10.00,
21,1/13/2017,1118,SOUTH COURT,10.00,
21,1/13/2017,1120,SOUTH COURT,10.00,
22B,1/13/2017,1134,SOUTH COURT,15.00,
22B,1/13/2017,1135,EAST UNION,15.00,
21,1/13/2017,1136,EAST UNION,10.00,
22B,1/13/2017,1137,EAST UNION,15.00,
21,1/13/2017,1139,EAST UNION,10.00,
22B,1/13/2017,1141,SOUTH COURT,15.00,
21,1/13/2017,1142,SOUTH COURT,10.00,
22B,1/13/2017,1144,SOUTH COURT,15.00,
21,1/13/2017,1156,MULBERRY,0.00,
21,1/13/2017,1157,MULBERRY,10.00,
21,1/13/2017,1207,UNIVERSITY TERRACE,10.00,
21,1/13/2017,1209,UNIVERSITY TERRACE,10.00,
21,1/13/2017,1213,UNIVERSITY TERRACE,10.00,
22B,1/13/2017,1214,UNIVERSITY TERRACE,15.00,
21,1/13/2017,1216,UNIVERSITY TERRACE,10.00,
22B,1/13/2017,1218,UNIVERSITY TERRACE,15.00,
22B,1/13/2017,1221,UNIVERSITY TERRACE,15.00,
21,1/13/2017,1222,UNIVERSITY TERRACE,10.00,
22B,1/13/2017,1225,EAST UNION,15.00,
22B,1/13/2017,1229,EAST UNION,15.00,
21,1/13/2017,1233,EAST UNION,10.00,
21,1/13/2017,1236,SOUTH COLLEGE,10.00,
21,1/13/2017,1238,SOUTH COLLEGE,10.00,
22B,1/13/2017,1240,SOUTH COLLEGE,15.00,
22B,1/13/2017,1242,SOUTH COLLEGE,15.00,
22B,1/13/2017,1245,SOUTH COLLEGE,15.00,
22B,1/13/2017,1251,SOUTH COLLEGE,15.00,
21,1/13/2017,1009,NORTH COLLEGE,10.00,
,1/13/2017,1027,,0.00,
21,1/13/2017,1030,NORTH COURT,10.00,
21,1/13/2017,1034,NORTH COURT,10.00,
21,1/13/2017,1040,WEST WASHINGTON ST,10.00,
08,1/13/2017,1057,NORTH COURT,30.00,
21,1/13/2017,1111,NORTH COURT,10.00,
21,1/13/2017,1115,NORTH COURT,10.00,
21,1/13/2017,1118,NORTH COURT,10.00,
21,1/13/2017,1126,NORTH COLLEGE,10.00,
22B,1/13/2017,1231,NORTH COLLEGE,15.00,
21,1/13/2017,1232,NORTH COLLEGE,10.00,
22B,1/13/2017,1238,NORTH COURT,15.00,
22B,1/13/2017,1242,NORTH COURT,15.00,
22B,1/13/2017,1250,WEST WASHINGTON ST,15.00,
21,1/13/2017,1307,NORTH COURT,10.00,
07,1/13/2017,1310,NORTH COURT,30.00,
21,1/13/2017,1313,NORTH COURT,10.00,
21,1/13/2017,1329,NORTH COURT,10.00,
01Q,1/13/2017,1345,MILL ST,30.00,
21,1/13/2017,1349,MILL ST,10.00,
21,1/13/2017,1351,NORTH COLLEGE,0.00,
21,1/13/2017,1354,NORTH COLLEGE,10.00,
22B,1/13/2017,1356,NORTH COLLEGE,15.00,
21,1/13/2017,1357,NORTH COLLEGE,10.00,
21,1/13/2017,1400,NORTH COLLEGE,10.00,
21,1/13/2017,1524,WEST WASHINGTON ST,10.00,
21,1/13/2017,1526,WEST WASHINGTON ST,10.00,
21,1/13/2017,1529,WEST WASHINGTON ST,10.00,
21,1/13/2017,1530,WEST WASHINGTON ST,10.00,
21,1/13/2017,1540,NORTH COURT,10.00,
21,1/13/2017,1543,NORTH COURT,10.00,
21,1/13/2017,1545,NORTH COURT,10.00,
21,1/13/2017,1550,NORTH COURT,10.00,
21,1/13/2017,1551,NORTH COURT,10.00,
21,1/13/2017,1554,NORTH COURT,10.00,
21,1/13/2017,1556,NORTH COURT,10.00,
21,1/13/2017,1603,NORTH COLLEGE,10.00,
21,1/13/2017,1642,EAST UNION,10.00,
21,1/13/2017,1644,EAST UNION,10.00,
21,1/13/2017,1646,EAST UNION,10.00,
21,1/13/2017,1651,EAST UNION,10.00,
21,1/13/2017,1653,SOUTH COLLEGE,10.00,
21,1/13/2017,1656,SOUTH COLLEGE,10.00,
21,1/13/2017,1658,SOUTH COLLEGE,10.00,
21,1/13/2017,1703,NORTH COLLEGE,10.00,
21,1/13/2017,1706,LASH ST,10.00,
21,1/13/2017,1710,EAST STATE ST,10.00,
21,1/13/2017,1714,EAST STATE ST,10.00,
21,1/13/2017,1715,EAST STATE ST,10.00,
21,1/13/2017,1717,EAST STATE ST,10.00,
21,1/13/2017,1719,EAST STATE ST,10.00,
21,1/13/2017,1720,EAST STATE ST,10.00,
21,1/13/2017,1723,MILL ST,10.00,
21,1/13/2017,1725,NORTH COLLEGE,10.00,
01N,1/14/2017,0457,N. COURT,30.00,
01N,1/14/2017,0459,N. COURT,30.00,
01N,1/14/2017,0500,N. COURT,30.00,
01N,1/14/2017,0503,N. COURT,30.00,
01N,1/14/2017,0504,N. COURT,30.00,
01N,1/14/2017,0505,N. COURT,30.00,
01N,1/14/2017,0506,N. COURT,30.00,
01N,1/14/2017,0507,N. COURT,30.00,
01N,1/16/2017,0437,N. COURT,30.00,
01N,1/16/2017,0438,N. COURT,30.00,
01N,1/16/2017,0440,N. COURT,30.00,
01N,1/16/2017,0441,N. COURT,30.00,
01N,1/16/2017,0442,N. COURT,30.00,
01N,1/16/2017,0444,N. COURT,30.00,
01N,1/16/2017,0445,N. COURT,30.00,
01N,1/16/2017,0447,N. COURT,30.00,
01N,1/16/2017,0448,N. COURT,30.00,
01N,1/16/2017,0449,N. COURT,30.00,
01N,1/16/2017,0449,N. COURT,30.00,
01N,1/16/2017,0451,N. COURT,30.00,
01N,1/16/2017,0452,N. COURT,30.00,
01N,1/16/2017,1453,N. COURT,30.00,
01N,1/16/2017,0457,S. CONGRESS,30.00,
01N,1/16/2017,0458,S. CONGRESS,30.00,
01N,1/16/2017,0500,S. CONGRESS,30.00,
01N,1/16/2017,0501,W. UNION,30.00,
01N,1/16/2017,0503,S. COURT,30.00,
01N,1/16/2017,0506,S. COURT,30.00,
01N,1/16/2017,0509,E. UNION,30.00,
01N,1/17/2017,1907,S. COURT,30.00,
01N,1/17/2017,0509,W UNION,30.00,
01Q,1/17/2017,1056,CLARK,30.00,
21,1/17/2017,1523,NORTH COLLEGE,10.00,
21,1/17/2017,1533,NORTH COURT,10.00,
21,1/17/2017,1535,NORTH COURT,10.00,
21,1/17/2017,1540,NORTH COURT,10.00,
21,1/17/2017,1544,WEST STATE ST,10.00,
21,1/17/2017,1545,WEST STATE ST,10.00,
21,1/17/2017,1506,SOUTH COURT,10.00,
21,1/17/2017,1507,SOUTH COURT,10.00,
21,1/17/2017,1509,SOUTH COURT,10.00,
21,1/17/2017,1515,SOUTH COURT,10.00,
21,1/17/2017,1520,SOUTH COURT,10.00,
21,1/17/2017,1523,MULBERRY,10.00,
21,1/17/2017,1525,MULBERRY,10.00,
21,1/17/2017,1530,PRESIDENT ST,10.00,
21,1/17/2017,1535,PRESIDENT ST,10.00,
21,1/17/2017,1541,SOUTH COURT,10.00,
01N,1/18/2017,1807,S. COURT,30.00,
21,1/18/2017,0917,PARKING GARAGE,10.00,
21,1/18/2017,0919,PARKING GARAGE,10.00,
21,1/18/2017,0923,PARKING GARAGE,10.00,
21,1/18/2017,0926,PARKING GARAGE,10.00,
21,1/18/2017,0927,PARKING GARAGE,10.00,
21,1/18/2017,0938,WEST WASHINGTON ST,10.00,
21,1/18/2017,0942,WEST WASHINGTON ST,10.00,
21,1/18/2017,0949,NORTH CONGRESS,10.00,
,1/18/2017,1002,,0.00,
21,1/18/2017,1009,NORTH COURT,10.00,
21,1/18/2017,1013,NORTH COURT,0.00,
21,1/18/2017,1015,NORTH COURT,10.00,
22B,1/18/2017,1112,NORTH COLLEGE,15.00,
22B,1/18/2017,1119,SOUTH COLLEGE,15.00,
21,1/18/2017,1120,SOUTH COLLEGE,10.00,
22B,1/18/2017,1122,SOUTH COLLEGE,15.00,
21,1/18/2017,1123,SOUTH COLLEGE,10.00,
21,1/18/2017,1133,PARKING GARAGE,10.00,
21,1/18/2017,1138,PARKING GARAGE,10.00,
21,1/18/2017,1140,PARKING GARAGE,10.00,
21,1/18/2017,1142,PARKING GARAGE,10.00,
21,1/18/2017,1150,NORTH COURT,10.00,
22B,1/18/2017,1151,NORTH COURT,15.00,
