Violation,Issue Date,Time,Location,Fine Amount,
07,1/22/2015,1108,EAST UNION,30.00,
21,1/22/2015,1112,EAST UNION,10.00,
21,1/22/2015,1113,EAST UNION,10.00,
21,1/22/2015,1115,UNIVERSITY TERRACE,10.00,
21,1/22/2015,1117,UNIVERSITY TERRACE,10.00,
21,1/22/2015,1118,UNIVERSITY TERRACE,10.00,
21,1/22/2015,1120,UNIVERSITY TERRACE,10.00,
21,1/22/2015,1144,SOUTH CONGRESS,10.00,
,1/22/2015,1201,,0.00,
21,1/22/2015,1201,SOUTH COURT,10.00,
21,1/23/2015,2001,PG,10.00,
21,1/23/2015,2009,PG,10.00,
21,1/23/2015,1220,PG,10.00,
21,1/23/2015,1805,PG,10.00,
21,1/23/2015,2005,PG,10.00,
01N,1/23/2015,2107,UNION ST (22),30.00,
21,1/23/2015,0834,SOUTH COLLEGE,10.00,
27,1/23/2015,1003,EAST UNION,10.00,
07,1/23/2015,1005,EAST UNION,30.00,
21,1/23/2015,1007,EAST UNION,10.00,
21,1/23/2015,1013,WEST WASHINGTON,10.00,
21,1/23/2015,1014,WEST WASHINGTON,10.00,
07,1/23/2015,1019,WEST STATE,30.00,
21,1/23/2015,1022,NORTH COURT,10.00,
21,1/23/2015,1028,EAST STATE,10.00,
21,1/23/2015,1029,EAST STATE,10.00,
21,1/23/2015,1030,EAST STATE,10.00,
,1/23/2015,1411,,0.00,
21,1/23/2015,1419,SOUTH COURT,10.00,
21,1/23/2015,1423,SOUTH COURT,10.00,
21,1/23/2015,1424,SOUTH COURT,10.00,
21,1/23/2015,1429,SOUTH COURT,10.00,
21,1/23/2015,1431,SOUTH COURT,10.00,
,1/23/2015,1446,,0.00,
21,1/23/2015,1446,SOUTH COURT,10.00,
21,1/23/2015,1454,SOUTH COURT,10.00,
21,1/24/2015,1304,NORTH COLLEGE,10.00,
21,1/24/2015,1311,NORTH COLLEGE,10.00,
21,1/24/2015,1312,SOUTH COLLEGE,10.00,
21,1/24/2015,1313,SOUTH COLLEGE,10.00,
21,1/24/2015,1314,SOUTH COLLEGE,10.00,
21,1/24/2015,1315,SOUTH COLLEGE,10.00,
21,1/24/2015,1316,SOUTH COLLEGE,10.00,
21,1/24/2015,1317,SOUTH COLLEGE,10.00,
21,1/24/2015,1317,SOUTH COLLEGE,10.00,
21,1/24/2015,1319,EAST UNION,10.00,
21,1/24/2015,1320,EAST UNION,10.00,
21,1/24/2015,1322,UNIVERSITY TERRACE,10.00,
21,1/24/2015,1323,UNIVERSITY TERRACE,10.00,
21,1/24/2015,1329,MULBERRY,10.00,
21,1/24/2015,1330,MULBERRY,10.00,
21,1/24/2015,1335,SOUTH COURT,10.00,
21,1/24/2015,1337,SOUTH COURT,10.00,
21,1/24/2015,1347,WEST UNION,10.00,
21,1/24/2015,1348,WEST UNION,10.00,
21,1/24/2015,1354,NORTH COURT,10.00,
21,1/24/2015,1359,WEST STATE,10.00,
21,1/24/2015,1400,WEST STATE,10.00,
21,1/24/2015,1403,WEST STATE,10.00,
21,1/24/2015,1404,WEST STATE,10.00,
21,1/24/2015,1405,WEST STATE,10.00,
21,1/24/2015,1405,WEST STATE,10.00,
21,1/24/2015,1406,NORTH COURT,10.00,
21,1/24/2015,1408,NORTH COURT,10.00,
21,1/24/2015,1409,NORTH COURT,10.00,
21,1/24/2015,1410,NORTH COURT,10.00,
21,1/24/2015,1411,CARPENTER,10.00,
21,1/24/2015,1414,NORTH COURT,10.00,
21,1/24/2015,1414,NORTH COURT,10.00,
21,1/24/2015,1416,NORTH COURT,10.00,
21,1/24/2015,1417,EAST STATE,10.00,
21,1/24/2015,1418,EAST STATE,10.00,
21,1/24/2015,1418,EAST STATE,10.00,
21,1/24/2015,1421,EAST STATE,10.00,
21,1/24/2015,1422,EAST STATE,10.00,
21,1/24/2015,1424,EAST STATE,10.00,
21,1/24/2015,1425,EAST STATE,10.00,
21,1/24/2015,1425,EAST STATE,10.00,
21,1/24/2015,1427,LASH,10.00,
21,1/24/2015,1431,MILL,10.00,
21,1/24/2015,1431,MILL,10.00,
21,1/24/2015,1434,NORTH COLLEGE,10.00,
21,1/26/2015,1801,PG,10.00,
21,1/26/2015,1805,PG,10.00,
21,1/26/2015,1812,PG,10.00,
21,1/26/2015,2001,PG,10.00,
21,1/26/2015,2002,PG,10.00,
21,1/26/2015,2005,PG,10.00,
21,1/26/2015,2010,PG,10.00,
21,1/26/2015,2013,PG,10.00,
21,1/26/2015,1810,PG,10.00,
21,1/26/2015,2005,PG,10.00,
21,1/26/2015,2006,PG,10.00,
21,1/26/2015,2011,PG,10.00,
21,1/26/2015,1429,SOUTH COLLEGE,10.00,
21,1/26/2015,1431,SOUTH COLLEGE,10.00,
21,1/26/2015,1434,SOUTH COLLEGE,10.00,
21,1/26/2015,1435,SOUTH COLLEGE,10.00,
21,1/26/2015,1438,EAST UNION,10.00,
21,1/26/2015,1442,SOUTH COURT,10.00,
21,1/26/2015,1444,SOUTH COURT,10.00,
21,1/26/2015,1447,SOUTH COURT,10.00,
21,1/26/2015,1448,SOUTH COURT,10.00,
21,1/26/2015,1338,WEST WASHINGTON,10.00,
21,1/26/2015,1341,NORTH COURT,10.00,
21,1/26/2015,1344,NORTH COURT,10.00,
21,1/26/2015,1350,NORTH COURT,10.00,
21,1/26/2015,1351,NORTH COURT,10.00,
21,1/26/2015,1352,NORTH COURT,10.00,
21,1/26/2015,1353,NORTH COURT,10.00,
21,1/26/2015,1404,EAST STATE,10.00,
06A,1/27/2015,2140,11 ELMWOOD,30.00,
21,1/27/2015,1249,LASH,10.00,
01A,1/27/2015,1250,LASH,30.00,
21,1/27/2015,1254,EAST STATE,10.00,
21,1/27/2015,1317,WEST WASHINGTON,10.00,
21,1/27/2015,1318,WEST WASHINGTON,10.00,
21,1/27/2015,1318,WEST WASHINGTON,10.00,
21,1/27/2015,1329,NORTH COURT,10.00,
,1/27/2015,1046,,0.00,
21,1/27/2015,1046,SOUTH COURT,10.00,
21,1/27/2015,1053,EAST UNION,10.00,
21,1/27/2015,1100,UNIVERSITY TERRACE,10.00,
21,1/27/2015,1101,UNIVERSITY TERRACE,10.00,
21,1/27/2015,1108,MULBERRY,10.00,
21,1/27/2015,1116,PRESIDENT,10.00,
21,1/27/2015,1122,WEST UNION,10.00,
21,1/27/2015,1123,WEST UNION,10.00,
21,1/27/2015,1127,SOUTH COURT,10.00,
21,1/27/2015,1128,SOUTH COURT,10.00,
21,1/27/2015,1132,SOUTH COURT,10.00,
,1/27/2015,1442,,0.00,
21,1/27/2015,1442,SOUTH COURT,10.00,
21,1/27/2015,1445,SOUTH COURT,10.00,
21,1/27/2015,1447,SOUTH COURT,10.00,
21,1/27/2015,1449,SOUTH COURT,10.00,
21,1/27/2015,1454,UNIVERSITY TERRACE,10.00,
21,1/27/2015,1455,UNIVERSITY TERRACE,10.00,
21,1/27/2015,1456,UNIVERSITY TERRACE,10.00,
21,1/27/2015,1500,UNIVERSITY TERRACE,10.00,
,1/27/2015,1512,,0.00,
,1/27/2015,1516,,0.00,
21,1/27/2015,1516,WEST UNION,10.00,
21,1/28/2015,1115,SOUTH COLLEGE,10.00,
21,1/28/2015,1120,EAST UNION,10.00,
21,1/28/2015,1121,EAST UNION,10.00,
21,1/28/2015,1123,UNIVERSITY TERRACE,10.00,
21,1/28/2015,1132,SOUTH COURT,10.00,
21,1/28/2015,1136,SOUTH COURT,10.00,
21,1/28/2015,1137,SOUTH COURT,10.00,
21,1/28/2015,1139,SOUTH COURT,10.00,
21,1/28/2015,0947,SOUTH COLLEGE,10.00,
21,1/28/2015,0949,SOUTH COLLEGE,10.00,
21,1/28/2015,0954,SOUTH COLLEGE,10.00,
21,1/28/2015,0958,SOUTH COLLEGE,10.00,
21,1/28/2015,1008,NORTH COURT,10.00,
,1/28/2015,1010,,0.00,
21,1/28/2015,1011,NORTH COURT,10.00,
21,1/28/2015,1012,NORTH COURT,10.00,
21,1/28/2015,1020,NORTH COURT,10.00,
21,1/28/2015,1034,EAST STATE,10.00,
21,1/28/2015,1356,SOUTH COLLEGE,10.00,
21,1/28/2015,1357,SOUTH COLLEGE,10.00,
21,1/28/2015,1359,SOUTH COLLEGE,10.00,
21,1/28/2015,1401,SOUTH COLLEGE,10.00,
21,1/28/2015,1403,SOUTH COLLEGE,10.00,
21,1/28/2015,1428,NORTH COURT,10.00,
21,1/28/2015,1430,NORTH COURT,10.00,
,1/28/2015,1434,,0.00,
21,1/28/2015,1444,NORTH COURT,10.00,
21,1/28/2015,1447,EAST STATE,10.00,
21,1/28/2015,1451,MILL,10.00,
,1/28/2015,1453,,0.00,
21,1/29/2015,1801,GARAGE,10.00,
21,1/29/2015,2001,GARAGE,10.00,
21,1/29/2015,2005,GARAGE,10.00,
21,1/29/2015,2008,GARAGE,10.00,
21,1/29/2015,1807,GARAGE,10.00,
21,1/29/2015,2005,GARAGE,10.00,
21,1/29/2015,2006,GARAGE,10.00,
07,1/29/2015,1300,NORTH COURT,30.00,
21,1/29/2015,1320,NORTH COLLEGE,10.00,
21,1/29/2015,1321,NORTH COLLEGE,10.00,
21,1/29/2015,1322,NORTH COLLEGE,10.00,
21,1/29/2015,1325,LASH,10.00,
21,1/29/2015,1327,EAST STATE,10.00,
21,1/29/2015,1329,EAST STATE,10.00,
21,1/29/2015,1331,EAST STATE,10.00,
21,1/29/2015,1346,NORTH CONGRESS,10.00,
21,1/29/2015,1346,NORTH CONGRESS,10.00,
21,1/29/2015,1349,WEST STATE,10.00,
21,1/29/2015,1435,SOUTH COURT,10.00,
21,1/29/2015,1436,SOUTH COURT,10.00,
21,1/29/2015,1446,SOUTH COURT,10.00,
21,1/29/2015,1449,EAST UNION,10.00,
21,1/29/2015,1450,EAST UNION,10.00,
21,1/29/2015,1453,SOUTH COLLEGE,10.00,
21,1/29/2015,1455,SOUTH COLLEGE,10.00,
21,1/29/2015,1456,SOUTH COLLEGE,10.00,
07,1/29/2015,1252,SOUTH COURT,30.00,
21,1/29/2015,1306,WEST UNION,10.00,
07,1/29/2015,1320,WEST UNION,30.00,
21,1/29/2015,1333,PRESIDENT,10.00,
07,1/29/2015,1337,SOUTH CONGRESS,30.00,
21,1/29/2015,1340,MULBERRY,10.00,
21,1/29/2015,1341,MULBERRY,10.00,
07,1/29/2015,1355,SOUTH COURT,30.00,
21,1/29/2015,1357,SOUTH COURT,10.00,
21,1/30/2015,1442,SOUTH COURT,10.00,
21,1/30/2015,1443,SOUTH COURT,10.00,
21,1/30/2015,1451,WEST UNION,10.00,
21,1/30/2015,1452,SOUTH COURT,10.00,
21,1/30/2015,1502,SOUTH COURT,10.00,
08,1/30/2015,1510,ALY BSD GNGR HBCHI,30.00,
01Q,2/1/2015,0935,2 WALLACE,30.00,
06B,2/1/2015,0154,S COLLEGE ST,30.00,
01N,2/2/2015,0921,32 S CONGRESS,30.00,
01N,2/2/2015,0155,CHURCH ST,30.00,
01N,2/3/2015,2133,S COURT,30.00,
01N,2/3/2015,2145,S COURT,30.00,
01N,2/3/2015,2236,11 N COLLEGE ST,30.00,
21,2/3/2015,0910,SOUTH COLLEGE,10.00,
21,2/3/2015,0912,EAST UNION,10.00,
07,2/3/2015,0922,MULBERRY,30.00,
21,2/3/2015,0930,SOUTH COURT,10.00,
07,2/3/2015,0934,EAST UNION,30.00,
21,2/3/2015,0936,EAST UNION,10.00,
07,2/3/2015,0941,SOUTH COURT,30.00,
21,2/3/2015,0943,SOUTH COURT,10.00,
21,2/3/2015,0946,SOUTH COURT,10.00,
,2/3/2015,1132,,0.00,
21,2/3/2015,1132,SOUTH COLLEGE,10.00,
22B,2/3/2015,1133,SOUTH COLLEGE,15.00,
21,2/3/2015,1134,SOUTH COLLEGE,10.00,
21,2/3/2015,1135,SOUTH COLLEGE,10.00,
21,2/3/2015,1136,EAST UNION,10.00,
21,2/3/2015,1138,EAST UNION,10.00,
21,2/3/2015,1139,EAST UNION,10.00,
22B,2/3/2015,1139,EAST UNION,15.00,
21,2/3/2015,1142,UNIVERSITY TERRACE,10.00,
07,2/3/2015,1218,EAST UNION,30.00,
01Q,2/3/2015,1229,SOUTH COURT,30.00,
21,2/3/2015,1502,SOUTH COLLEGE,10.00,
21,2/3/2015,1503,SOUTH COLLEGE,10.00,
21,2/3/2015,1504,SOUTH COLLEGE,10.00,
21,2/3/2015,1505,SOUTH COLLEGE,10.00,
07,2/3/2015,1526,EAST UNION,30.00,
21,2/3/2015,1529,SOUTH COURT,10.00,
21,2/3/2015,1532,SOUTH COURT,10.00,
21,2/3/2015,0913,SOUTH CONGRESS,10.00,
21,2/3/2015,0915,SOUTH CONGRESS,10.00,
21,2/3/2015,0919,WEST UNION,10.00,
21,2/3/2015,0920,WEST UNION,10.00,
21,2/3/2015,0922,WEST UNION,10.00,
21,2/3/2015,0925,WEST UNION,10.00,
21,2/3/2015,0934,PRESIDENT,10.00,
21,2/3/2015,0938,WEST UNION,10.00,
22B,2/3/2015,1126,SOUTH CONGRESS,15.00,
21,2/3/2015,1127,SOUTH CONGRESS,10.00,
21,2/3/2015,1127,SOUTH CONGRESS,10.00,
22B,2/3/2015,1130,WEST UNION,15.00,
22B,2/3/2015,1131,WEST UNION,15.00,
21,2/3/2015,1132,WEST UNION,10.00,
22B,2/3/2015,1132,WEST UNION,15.00,
21,2/3/2015,1134,WEST UNION,10.00,
21,2/3/2015,1136,WEST UNION,10.00,
22B,2/3/2015,1137,WEST UNION,15.00,
21,2/3/2015,1138,WEST UNION,10.00,
21,2/3/2015,1140,WEST UNION,10.00,
21,2/3/2015,1148,WEST UNION,10.00,
21,2/3/2015,1149,WEST UNION,10.00,
22B,2/3/2015,1150,WEST UNION,15.00,
21,2/3/2015,1151,WEST UNION,10.00,
22B,2/3/2015,1156,WEST UNION,15.00,
22B,2/3/2015,1157,WEST UNION,15.00,
12,2/3/2015,1203,SOUTH COURT,250.00,
21,2/3/2015,1503,PARKING GARAGE,10.00,
21,2/3/2015,1504,PARKING GARAGE,10.00,
21,2/3/2015,1505,PARKING GARAGE,10.00,
21,2/3/2015,1507,PARKING GARAGE,10.00,
21,2/3/2015,1509,PARKING GARAGE,10.00,
21,2/3/2015,1510,PARKING GARAGE,10.00,
21,2/3/2015,1511,PARKING GARAGE,10.00,
21,2/3/2015,1513,PARKING GARAGE,10.00,
21,2/3/2015,1515,PARKING GARAGE,10.00,
21,2/3/2015,1520,PARKING GARAGE,10.00,
21,2/3/2015,1526,PARKING GARAGE,10.00,
21,2/3/2015,1528,PARKING GARAGE,10.00,
21,2/3/2015,1529,PARKING GARAGE,10.00,
21,2/3/2015,1533,PARKING GARAGE,10.00,
21,2/3/2015,1535,PARKING GARAGE,10.00,
21,2/3/2015,0904,NORTH COLLEGE,10.00,
21,2/3/2015,0908,NORTH COURT,10.00,
,2/3/2015,0924,,0.00,
21,2/3/2015,0929,NORTH CONGRESS,10.00,
21,2/3/2015,0930,NORTH CONGRESS,10.00,
21,2/3/2015,0933,WEST STATE,10.00,
21,2/3/2015,0935,WEST STATE,10.00,
21,2/3/2015,0940,NORTH COURT,10.00,
21,2/3/2015,1122,NORTH COLLEGE,10.00,
22B,2/3/2015,1122,NORTH COLLEGE,15.00,
21,2/3/2015,1126,EAST WASHINGTON,10.00,
21,2/3/2015,1136,WEST WASHINGTON,10.00,
22B,2/3/2015,1137,WEST WASHINGTON,15.00,
21,2/3/2015,1138,WEST WASHINGTON,10.00,
,2/3/2015,1141,,0.00,
22B,2/3/2015,1142,WEST WASHINGTON,15.00,
22B,2/3/2015,1143,WEST WASHINGTON,15.00,
21,2/3/2015,1144,WEST WASHINGTON,10.00,
22B,2/3/2015,1146,NORTH CONGRESS,15.00,
21,2/3/2015,1147,NORTH CONGRESS,10.00,
,2/3/2015,1148,,0.00,
21,2/3/2015,1150,NORTH CONGRESS,10.00,
22B,2/3/2015,1154,WEST STATE,15.00,
21,2/3/2015,1155,WEST STATE,10.00,
21,2/3/2015,1156,WEST STATE,10.00,
21,2/3/2015,1159,NORTH COURT,10.00,
21,2/3/2015,1211,MILL,10.00,
,2/3/2015,1212,,0.00,
22B,2/3/2015,1444,NORTH COLLEGE,15.00,
21,2/3/2015,1445,NORTH COLLEGE,10.00,
,2/3/2015,1453,,0.00,
21,2/3/2015,1454,NORTH COURT,10.00,
21,2/3/2015,1456,NORTH COURT,10.00,
21,2/3/2015,1459,WEST WASHINGTON,10.00,
22B,2/3/2015,1500,WEST WASHINGTON,15.00,
21,2/3/2015,1501,WEST WASHINGTON,10.00,
19,2/3/2015,1503,WEST WASHINGTON,30.00,
22B,2/3/2015,1504,WEST WASHINGTON,15.00,
21,2/3/2015,1504,WEST WASHINGTON,10.00,
21,2/3/2015,1507,WEST WASHINGTON,10.00,
21,2/3/2015,1509,WEST WASHINGTON,10.00,
22B,2/3/2015,1512,NORTH CONGRESS,15.00,
21,2/3/2015,1512,NORTH CONGRESS,10.00,
21,2/3/2015,1534,MILL,10.00,
,2/3/2015,1537,,0.00,
21,2/3/2015,1537,NORTH COLLEGE,10.00,
01N,2/4/2015,0527,N COURT ST,30.00,
01N,2/4/2015,0527,N COURT ST,30.00,
01N,2/4/2015,0528,N COURT ST,30.00,
21,2/4/2015,0931,SOUTH COLLEGE,10.00,
21,2/4/2015,0933,SOUTH COLLEGE,10.00,
21,2/4/2015,0935,EAST UNION,10.00,
07,2/4/2015,0941,UNIVERSITY TERRACE,30.00,
21,2/4/2015,1201,SOUTH COLLEGE,10.00,
21,2/4/2015,1202,SOUTH COLLEGE,10.00,
21,2/4/2015,1203,SOUTH COLLEGE,10.00,
22B,2/4/2015,1204,SOUTH COLLEGE,15.00,
21,2/4/2015,1204,EAST UNION,10.00,
21,2/4/2015,1206,EAST UNION,10.00,
21,2/4/2015,1207,UNIVERSITY TERRACE,10.00,
21,2/4/2015,1208,UNIVERSITY TERRACE,10.00,
21,2/4/2015,1220,SOUTH COURT,10.00,
21,2/4/2015,1223,EAST UNION,10.00,
21,2/4/2015,0916,PARKING GARAGE,10.00,
21,2/4/2015,0933,WEST WASHINGTON,10.00,
07,2/4/2015,0935,WEST WASHINGTON,30.00,
19,2/4/2015,0938,SOUTH CONGRESS,30.00,
21,2/4/2015,0943,WEST UNION,10.00,
21,2/4/2015,0944,WEST UNION,10.00,
21,2/4/2015,0948,WEST UNION,10.00,
21,2/4/2015,0949,WEST UNION,10.00,
21,2/4/2015,0954,SOUTH CONGRESS,10.00,
21,2/4/2015,1022,SOUTH COURT,10.00,
,2/4/2015,1201,,0.00,
21,2/4/2015,1202,SOUTH CONGRESS,10.00,
21,2/4/2015,1206,WEST UNION,10.00,
22B,2/4/2015,1207,WEST UNION,15.00,
21,2/4/2015,1208,WEST UNION,10.00,
21,2/4/2015,1210,WEST UNION,10.00,
21,2/4/2015,1212,WEST UNION,10.00,
21,2/4/2015,1215,WEST UNION,10.00,
21,2/4/2015,1216,WEST UNION,10.00,
22B,2/4/2015,1219,WEST UNION,15.00,
21,2/4/2015,1219,WEST UNION,10.00,
21,2/4/2015,1222,WEST UNION,10.00,
21,2/4/2015,1223,WEST UNION,10.00,
21,2/4/2015,1226,PRESIDENT,10.00,
22B,2/4/2015,1228,PRESIDENT,15.00,
22B,2/4/2015,1230,SOUTH COURT,15.00,
21,2/4/2015,1231,SOUTH COURT,10.00,
21,2/4/2015,1234,WEST UNION,10.00,
21,2/4/2015,1237,WEST UNION,10.00,
21,2/4/2015,0942,EAST WASHINGTON,10.00,
21,2/4/2015,0945,NORTH COURT,10.00,
21,2/4/2015,0953,WEST WASHINGTON,10.00,
21,2/4/2015,0959,WEST WASHINGTON,10.00,
21,2/4/2015,1001,WEST WASHINGTON,10.00,
,2/4/2015,1008,,0.00,
21,2/4/2015,1012,WEST STATE,10.00,
21,2/4/2015,1014,WEST STATE,10.00,
21,2/4/2015,1015,WEST STATE,10.00,
21,2/4/2015,1020,CARPENTER,10.00,
21,2/4/2015,1021,NORTH COURT,10.00,
21,2/4/2015,1042,NORTH COURT,10.00,
21,2/4/2015,1044,MILL,10.00,
07,2/4/2015,1143,EAST WASHINGTON,30.00,
22B,2/4/2015,1203,NORTH COURT,15.00,
21,2/4/2015,1205,NORTH COURT,10.00,
21,2/4/2015,1207,NORTH COURT,10.00,
22B,2/4/2015,1213,WEST WASHINGTON,15.00,
01Q,2/4/2015,1222,WEST WASHINGTON,30.00,
21,2/4/2015,1250,EAST STATE,10.00,
21,2/4/2015,1255,NORTH COLLEGE,10.00,
21,2/4/2015,1522,EAST WASHINGTON,10.00,
21,2/4/2015,1527,NORTH COURT,10.00,
,2/4/2015,1530,,0.00,
22C,2/4/2015,1532,WEST WASHINGTON,15.00,
21,2/4/2015,1534,WEST WASHINGTON,10.00,
21,2/4/2015,1535,WEST WASHINGTON,10.00,
21,2/4/2015,1541,NORTH CONGRESS,10.00,
21,2/4/2015,1543,WEST STATE,10.00,
21,2/4/2015,1544,WEST STATE,10.00,
21,2/4/2015,1546,NORTH COURT,10.00,
21,2/4/2015,1548,NORTH COURT,10.00,
21,2/4/2015,1550,NORTH COURT,10.00,
21,2/4/2015,1551,NORTH COURT,10.00,
21,2/6/2015,1150,SOUTH COLLEGE,10.00,
21,2/6/2015,1151,SOUTH COLLEGE,10.00,
21,2/6/2015,1152,SOUTH COLLEGE,10.00,
21,2/6/2015,1153,SOUTH COLLEGE,10.00,
21,2/6/2015,1154,EAST UNION,10.00,
21,2/6/2015,1155,EAST UNION,10.00,
21,2/6/2015,1157,UNIVERSITY TERRACE,10.00,
07,2/6/2015,1211,SOUTH COURT,30.00,
21,2/6/2015,1456,SOUTH COURT,10.00,
21,2/6/2015,1526,SOUTH COLLEGE,10.00,
21,2/6/2015,1116,PARKING GARAGE,10.00,
21,2/6/2015,1117,PARKING GARAGE,10.00,
21,2/6/2015,1118,PARKING GARAGE,10.00,
21,2/6/2015,1120,PARKING GARAGE,10.00,
21,2/6/2015,1121,PARKING GARAGE,10.00,
21,2/6/2015,1123,PARKING GARAGE,10.00,
21,2/6/2015,1125,PARKING GARAGE,10.00,
21,2/6/2015,1126,PARKING GARAGE,10.00,
21,2/6/2015,1128,PARKING GARAGE,10.00,
21,2/6/2015,1129,PARKING GARAGE,10.00,
21,2/6/2015,1136,PARKING GARAGE,10.00,
21,2/6/2015,1138,PARKING GARAGE,10.00,
21,2/6/2015,1142,PARKING GARAGE,10.00,
21,2/6/2015,1143,PARKING GARAGE,10.00,
21,2/6/2015,1145,PARKING GARAGE,10.00,
21,2/6/2015,1408,SOUTH COURT,10.00,
21,2/6/2015,1420,SOUTH COURT,10.00,
21,2/6/2015,1421,SOUTH COURT,10.00,
21,2/6/2015,1423,SOUTH COURT,0.00,
21,2/6/2015,1425,SOUTH COURT,10.00,
19,2/6/2015,1428,WEST UNION,30.00,
21,2/6/2015,1440,SOUTH COURT,10.00,
21,2/6/2015,1445,EAST STATE,10.00,
21,2/6/2015,1451,EAST STATE,10.00,
21,2/6/2015,1026,WEST WASHINGTON,10.00,
21,2/6/2015,1027,WEST WASHINGTON,10.00,
21,2/6/2015,1028,WEST WASHINGTON,10.00,
21,2/6/2015,1031,NORTH COURT,10.00,
21,2/6/2015,1033,NORTH COURT,10.00,
,2/6/2015,1035,,0.00,
21,2/6/2015,1037,WEST STATE,10.00,
21,2/6/2015,1309,WEST WASHINGTON,10.00,
22B,2/6/2015,1310,WEST WASHINGTON,15.00,
,2/6/2015,1312,,0.00,
21,2/6/2015,1312,NORTH COURT,10.00,
07,2/6/2015,1314,NORTH COURT,30.00,
21,2/6/2015,1317,WEST STATE,10.00,
21,2/6/2015,1320,NORTH COURT,10.00,
,2/6/2015,1322,,0.00,
21,2/6/2015,1326,NORTH COURT,10.00,
21,2/6/2015,1333,NORTH COURT,10.00,
21,2/6/2015,1339,NORTH COLLEGE,10.00,
,2/6/2015,1340,,0.00,
21,2/6/2015,1340,NORTH COLLEGE,10.00,
21,2/6/2015,1341,NORTH COLLEGE,10.00,
21,2/7/2015,0859,NORTH COLLEGE,10.00,
21,2/7/2015,0900,NORTH COLLEGE,10.00,
21,2/7/2015,0901,NORTH COLLEGE,10.00,
21,2/7/2015,0902,NORTH COLLEGE,10.00,
21,2/7/2015,0903,NORTH COLLEGE,10.00,
21,2/7/2015,0904,EAST WASHINGTON,10.00,
21,2/7/2015,0905,PARKING GARAGE,10.00,
21,2/7/2015,0906,PARKING GARAGE,10.00,
21,2/7/2015,0906,PARKING GARAGE,10.00,
21,2/7/2015,0907,PARKING GARAGE,10.00,
21,2/7/2015,0908,PARKING GARAGE,10.00,
21,2/7/2015,0909,PARKING GARAGE,10.00,
21,2/7/2015,0912,PARKING GARAGE,10.00,
21,2/7/2015,0914,PARKING GARAGE,10.00,
21,2/7/2015,0916,PARKING GARAGE,10.00,
21,2/7/2015,0920,SOUTH COLLEGE,10.00,
21,2/7/2015,0921,SOUTH COLLEGE,10.00,
21,2/7/2015,0921,SOUTH COLLEGE,10.00,
21,2/7/2015,0922,SOUTH COLLEGE,10.00,
21,2/7/2015,0923,SOUTH COLLEGE,10.00,
21,2/7/2015,0924,SOUTH COLLEGE,10.00,
21,2/7/2015,0924,SOUTH COLLEGE,10.00,
21,2/7/2015,0925,SOUTH COLLEGE,10.00,
21,2/7/2015,0925,SOUTH COLLEGE,10.00,
21,2/7/2015,0926,EAST UNION,10.00,
21,2/7/2015,0927,EAST UNION,10.00,
21,2/7/2015,0958,WEST UNION,10.00,
21,2/7/2015,0959,WEST UNION,10.00,
21,2/7/2015,1000,WEST UNION,10.00,
21,2/7/2015,1003,SOUTH CONGRESS,10.00,
21,2/7/2015,1004,SOUTH CONGRESS,10.00,
21,2/7/2015,1005,SOUTH CONGRESS,10.00,
06B,2/7/2015,1008,WEST WASHINGTON,30.00,
21,2/7/2015,1012,NORTH CONGRESS,10.00,
21,2/7/2015,1012,NORTH CONGRESS,10.00,
21,2/7/2015,1013,NORTH CONGRESS,10.00,
21,2/7/2015,1013,NORTH CONGRESS,10.00,
,2/7/2015,1016,,0.00,
21,2/7/2015,1017,WEST STATE,10.00,
01Q,2/7/2015,1017,NORTH HIGH,30.00,
21,2/7/2015,1019,WEST STATE,10.00,
21,2/7/2015,1020,WEST STATE,10.00,
21,2/7/2015,1020,WEST STATE,10.00,
21,2/7/2015,1022,WEST STATE,10.00,
21,2/7/2015,1022,WEST STATE,10.00,
21,2/9/2015,0939,NORTH COLLEGE,10.00,
21,2/9/2015,0940,NORTH COLLEGE,10.00,
21,2/9/2015,0942,SOUTH COLLEGE,10.00,
21,2/9/2015,0945,SOUTH COLLEGE,10.00,
07,2/9/2015,0950,EAST WASHINGTON,30.00,
19,2/9/2015,0951,EAST WASHINGTON,30.00,
21,2/9/2015,0957,WEST WASHINGTON,10.00,
21,2/9/2015,0958,WEST WASHINGTON,10.00,
21,2/9/2015,1002,SOUTH CONGRESS,10.00,
21,2/9/2015,1003,SOUTH CONGRESS,10.00,
21,2/9/2015,1011,NORTH CONGRESS,10.00,
21,2/9/2015,1016,WEST STATE,10.00,
21,2/9/2015,1017,WEST STATE,10.00,
21,2/9/2015,1019,WEST STATE,10.00,
21,2/9/2015,1022,NORTH COURT,10.00,
21,2/9/2015,1024,NORTH COURT,10.00,
21,2/9/2015,1027,NORTH COURT,10.00,
22B,2/9/2015,1150,SOUTH COLLEGE,15.00,
21,2/9/2015,1150,SOUTH COLLEGE,10.00,
21,2/9/2015,1154,SOUTH COLLEGE,10.00,
22B,2/9/2015,1156,SOUTH COLLEGE,15.00,
22B,2/9/2015,1157,SOUTH COLLEGE,15.00,
21,2/9/2015,1158,SOUTH COLLEGE,10.00,
22B,2/9/2015,1159,SOUTH COLLEGE,15.00,
19,2/9/2015,1204,NORTH COURT,30.00,
22B,2/9/2015,1208,WEST WASHINGTON,15.00,
